review_id,enrollment_id,rating,review_text,review_date
1933,4223,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-01-26
1934,4225,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-04-14
1935,4227,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-08-10
1936,4233,4,"Kursus bagus, cocok untuk pemula.",2026-06-26
1937,4236,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-07-03
1938,4238,5,"Instrukturnya kompeten, penjelasan step by step.",2026-08-13
1939,4242,4,"Instrukturnya kompeten, penjelasan step by step.",2026-07-03
1940,4243,5,"Sangat puas, worth it banget!",2025-02-11
1941,4251,3,"Standar saja, sesuai ekspektasi.",2026-07-19
1942,4252,4,"Kursus bagus, cocok untuk pemula.",2026-09-20
1943,4253,5,"Kursus bagus, cocok untuk pemula.",2025-06-14
1944,4254,5,Konten up to date dan relevan dengan kebutuhan kerja.,2024-08-02
1945,4255,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-09-28
1946,4256,4,"Instrukturnya kompeten, penjelasan step by step.",2026-07-30
1947,4262,4,Konten up to date dan relevan dengan kebutuhan kerja.,2025-11-06
1948,4266,3,Lumayan membantu untuk basic knowledge.,2026-07-21
1949,4267,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-02-12
1950,4268,4,"Sangat puas, worth it banget!",2025-07-28
1951,4270,4,Konten up to date dan relevan dengan kebutuhan kerja.,2024-12-16
1952,4272,4,"Kursus bagus, cocok untuk pemula.",2025-03-08
1953,4273,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-05-24
1954,4274,3,"Standar saja, sesuai ekspektasi.",2026-09-25
1955,4276,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-03-03
1956,4277,5,"Instrukturnya kompeten, penjelasan step by step.",2026-03-19
1957,4279,4,"Sangat puas, worth it banget!",2026-07-24
1958,4280,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-04-19
1959,4286,5,"Instrukturnya kompeten, penjelasan step by step.",2026-10-20
1960,4287,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-02-21
1961,4288,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-03-18
1962,4290,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-02-25
1963,4292,5,"Kursus bagus, cocok untuk pemula.",2026-08-06
1964,4293,4,"Kursus bagus, cocok untuk pemula.",2026-08-02
1965,4295,4,"Sangat puas, worth it banget!",2026-04-28
1966,4298,5,"Kursus bagus, cocok untuk pemula.",2026-10-19
1967,4299,2,"Materinya terlalu cepat, sulit diikuti.",2026-05-19
1968,4301,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2024-12-08
1969,4303,4,Konten up to date dan relevan dengan kebutuhan kerja.,2025-01-12
1970,4307,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-06-05
1971,4309,3,"Standar saja, sesuai ekspektasi.",2025-02-13
1972,4312,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-07-09
1973,4314,1,Kontennya sudah agak outdated.,2026-09-07
1974,4315,3,Lumayan membantu untuk basic knowledge.,2025-06-23
1975,4317,5,"Kursus bagus, cocok untuk pemula.",2025-12-06
1976,4318,5,"Sangat puas, worth it banget!",2025-12-29
1977,4320,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-06-18
1978,4324,4,"Instrukturnya kompeten, penjelasan step by step.",2026-02-04
1979,4325,3,Lumayan membantu untuk basic knowledge.,2024-12-19
1980,4326,3,"Cukup baik, tapi bisa lebih baik lagi.",2025-12-13
1981,4330,3,Lumayan membantu untuk basic knowledge.,2026-09-16
1982,4332,5,"Sangat puas, worth it banget!",2026-09-05
1983,4333,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-07-26
1984,4334,4,"Instrukturnya kompeten, penjelasan step by step.",2025-09-03
1985,4335,4,"Kursus bagus, cocok untuk pemula.",2026-09-06
1986,4342,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-12-28
1987,4344,4,"Instrukturnya kompeten, penjelasan step by step.",2026-03-03
1988,4345,5,"Instrukturnya kompeten, penjelasan step by step.",2026-03-13
1989,4346,5,"Sangat puas, worth it banget!",2026-08-06
1990,4350,5,Konten up to date dan relevan dengan kebutuhan kerja.,2025-08-06
1991,4355,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-06-09
1992,4357,5,"Sangat puas, worth it banget!",2025-10-27
1993,4358,5,"Kursus bagus, cocok untuk pemula.",2026-09-14
1994,4361,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-06-11
1995,4363,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-24
1996,4368,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-06-13
1997,4369,5,"Sangat puas, worth it banget!",2026-07-20
1998,4370,3,"Standar saja, sesuai ekspektasi.",2026-07-05
1999,4372,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-06-12
2000,4374,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-03-26
2001,4375,5,"Instrukturnya kompeten, penjelasan step by step.",2026-09-16
2002,4376,4,Konten up to date dan relevan dengan kebutuhan kerja.,2025-01-14
2003,4377,2,Modul terlalu panjang dan membosankan.,2025-05-23
2004,4379,5,"Instrukturnya kompeten, penjelasan step by step.",2025-07-08
2005,4380,2,"Materinya terlalu cepat, sulit diikuti.",2026-05-04
2006,4383,4,"Sangat puas, worth it banget!",2026-05-17
2007,4384,5,"Sangat puas, worth it banget!",2026-10-06
2008,4388,5,"Kursus bagus, cocok untuk pemula.",2026-03-04
2009,4391,5,"Kursus bagus, cocok untuk pemula.",2025-08-24
2010,4392,4,"Instrukturnya kompeten, penjelasan step by step.",2026-08-30
2011,4397,1,Kontennya sudah agak outdated.,2026-06-22
2012,4401,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-24
2013,4402,4,"Instrukturnya kompeten, penjelasan step by step.",2026-05-30
2014,4403,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-05-03
2015,4405,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-28
2016,4407,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-08-30
2017,4408,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-11-10
2018,4412,4,"Kursus bagus, cocok untuk pemula.",2026-05-05
2019,4414,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-06-24
2020,4417,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-07-31
2021,4420,2,Audio dan video kurang jelas di beberapa modul.,2026-03-31
2022,4421,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-07-11
2023,4423,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-11-18
2024,4424,3,"Standar saja, sesuai ekspektasi.",2026-01-23
2025,4425,4,"Sangat puas, worth it banget!",2026-05-26
2026,4429,4,"Kursus bagus, cocok untuk pemula.",2026-09-06
2027,4432,4,"Instrukturnya kompeten, penjelasan step by step.",2026-05-02
2028,4435,4,"Kursus bagus, cocok untuk pemula.",2025-05-28
2029,4437,5,"Instrukturnya kompeten, penjelasan step by step.",2026-10-08
2030,4442,5,"Instrukturnya kompeten, penjelasan step by step.",2024-12-02
2031,4444,4,"Sangat puas, worth it banget!",2026-08-09
2032,4447,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-09-25
2033,4448,3,"Standar saja, sesuai ekspektasi.",2026-06-09
2034,4452,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-08-16
2035,4453,1,"Kurang studi kasus, terlalu teori.",2026-05-19
2036,4454,3,Lumayan membantu untuk basic knowledge.,2025-11-25
2037,4455,3,"Standar saja, sesuai ekspektasi.",2026-08-25
2038,4456,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-07-17
2039,4459,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-09-04
2040,4460,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-03-22
2041,4461,5,"Instrukturnya kompeten, penjelasan step by step.",2025-12-13
2042,4462,3,"Standar saja, sesuai ekspektasi.",2025-12-14
2043,4463,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-06-08
2044,4466,4,"Instrukturnya kompeten, penjelasan step by step.",2026-05-09
2045,4467,5,"Sangat puas, worth it banget!",2025-07-09
2046,4468,2,"Materinya terlalu cepat, sulit diikuti.",2025-06-04
2047,4469,5,"Sangat puas, worth it banget!",2025-12-02
2048,4471,5,"Kursus bagus, cocok untuk pemula.",2026-07-02
2049,4472,4,"Instrukturnya kompeten, penjelasan step by step.",2026-02-15
2050,4475,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-05-19
2051,4476,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-09-05
2052,4477,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-05-18
2053,4479,5,"Kursus bagus, cocok untuk pemula.",2026-09-01
2054,4484,5,"Kursus bagus, cocok untuk pemula.",2026-07-27
2055,4485,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-31
2056,4486,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-08-05
2057,4489,5,"Instrukturnya kompeten, penjelasan step by step.",2026-08-03
2058,4491,4,"Sangat puas, worth it banget!",2025-07-28
2059,4495,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-09-06
2060,4496,2,"Materinya terlalu cepat, sulit diikuti.",2026-01-26
2061,4501,5,"Instrukturnya kompeten, penjelasan step by step.",2026-06-24
2062,4502,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-03-03
2063,4503,5,"Sangat puas, worth it banget!",2026-06-24
2064,4504,5,"Sangat puas, worth it banget!",2026-07-25
2065,4505,5,"Kursus bagus, cocok untuk pemula.",2026-01-22
2066,4506,5,"Kursus bagus, cocok untuk pemula.",2026-01-11
2067,4510,4,"Kursus bagus, cocok untuk pemula.",2024-09-29
2068,4512,4,"Kursus bagus, cocok untuk pemula.",2026-07-14
2069,4513,5,"Kursus bagus, cocok untuk pemula.",2026-04-23
2070,4514,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-04-16
2071,4515,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-06-16
2072,4516,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-07-31
2073,4517,4,"Kursus bagus, cocok untuk pemula.",2025-11-01
2074,4522,4,"Kursus bagus, cocok untuk pemula.",2025-01-05
2075,4523,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-05-08
2076,4524,4,"Instrukturnya kompeten, penjelasan step by step.",2026-07-12
2077,4530,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-04-08
2078,4531,5,"Instrukturnya kompeten, penjelasan step by step.",2026-02-25
2079,4533,4,"Instrukturnya kompeten, penjelasan step by step.",2026-08-10
2080,4534,5,"Sangat puas, worth it banget!",2026-09-26
2081,4535,4,"Sangat puas, worth it banget!",2026-07-25
2082,4537,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-28
2083,4539,5,"Kursus bagus, cocok untuk pemula.",2026-08-05
2084,4542,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-08-05
2085,4543,4,"Instrukturnya kompeten, penjelasan step by step.",2026-07-02
2086,4546,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-01
2087,4548,4,"Sangat puas, worth it banget!",2025-08-12
2088,4549,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-03-07
2089,4552,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-04-22
2090,4553,5,Konten up to date dan relevan dengan kebutuhan kerja.,2025-07-23
2091,4556,4,"Sangat puas, worth it banget!",2025-08-02
2092,4558,4,"Sangat puas, worth it banget!",2025-04-26
2093,4562,4,"Sangat puas, worth it banget!",2026-06-10
2094,4563,4,"Sangat puas, worth it banget!",2026-03-21
2095,4564,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-04-19
2096,4565,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-04-05
2097,4567,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-03-31
2098,4569,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-07-14
2099,4571,3,Lumayan membantu untuk basic knowledge.,2026-04-05
2100,4572,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-04-25
2101,4573,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-08-18
2102,4574,5,"Instrukturnya kompeten, penjelasan step by step.",2025-11-28
2103,4575,5,"Kursus bagus, cocok untuk pemula.",2025-12-02
2104,4576,5,"Kursus bagus, cocok untuk pemula.",2026-09-29
2105,4577,3,Lumayan membantu untuk basic knowledge.,2026-07-08
2106,4587,5,"Kursus bagus, cocok untuk pemula.",2026-04-30
2107,4588,4,"Sangat puas, worth it banget!",2026-07-23
2108,4589,4,"Instrukturnya kompeten, penjelasan step by step.",2026-07-27
2109,4591,5,"Sangat puas, worth it banget!",2026-01-04
2110,4592,5,"Sangat puas, worth it banget!",2026-08-05
2111,4594,3,"Standar saja, sesuai ekspektasi.",2026-05-29
2112,4597,5,"Kursus bagus, cocok untuk pemula.",2026-08-05
2113,4598,4,Konten up to date dan relevan dengan kebutuhan kerja.,2024-05-25
2114,4599,3,Lumayan membantu untuk basic knowledge.,2026-07-15
2115,4602,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-03-11
2116,4607,4,Konten up to date dan relevan dengan kebutuhan kerja.,2025-10-03
2117,4608,4,"Instrukturnya kompeten, penjelasan step by step.",2025-09-22
2118,4610,2,"Kurang studi kasus, terlalu teori.",2026-09-13
2119,4613,4,"Instrukturnya kompeten, penjelasan step by step.",2025-10-20
2120,4615,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-05-16
2121,4620,1,Audio dan video kurang jelas di beberapa modul.,2026-06-10
2122,4622,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-04-24
2123,4624,5,"Kursus bagus, cocok untuk pemula.",2025-01-02
2124,4626,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-04-22
2125,4627,5,"Kursus bagus, cocok untuk pemula.",2025-12-18
2126,4631,5,"Sangat puas, worth it banget!",2026-02-08
2127,4632,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-08-03
2128,4633,5,"Instrukturnya kompeten, penjelasan step by step.",2026-02-02
2129,4636,5,"Instrukturnya kompeten, penjelasan step by step.",2026-10-10
2130,4637,4,"Sangat puas, worth it banget!",2026-03-18
2131,4639,5,"Kursus bagus, cocok untuk pemula.",2026-01-13
2132,4642,4,"Sangat puas, worth it banget!",2026-06-22
2133,4643,1,"Materinya terlalu cepat, sulit diikuti.",2025-08-23
2134,4645,4,"Instrukturnya kompeten, penjelasan step by step.",2026-03-02
2135,4647,4,"Instrukturnya kompeten, penjelasan step by step.",2024-05-05
2136,4649,3,"Cukup baik, tapi bisa lebih baik lagi.",2025-05-09
2137,4650,4,"Kursus bagus, cocok untuk pemula.",2025-12-12
2138,4653,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-02-16
2139,4656,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-01-04
2140,4658,5,Konten up to date dan relevan dengan kebutuhan kerja.,2025-11-26
2141,4659,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-09-02
2142,4664,5,"Kursus bagus, cocok untuk pemula.",2025-08-10
2143,4665,4,"Kursus bagus, cocok untuk pemula.",2026-01-17
2144,4666,2,Modul terlalu panjang dan membosankan.,2023-11-08
2145,4667,5,"Kursus bagus, cocok untuk pemula.",2026-06-22
2146,4669,2,"Materinya terlalu cepat, sulit diikuti.",2026-07-07
2147,4670,1,Kontennya sudah agak outdated.,2026-07-21
2148,4673,4,"Instrukturnya kompeten, penjelasan step by step.",2026-07-30
2149,4674,1,Audio dan video kurang jelas di beberapa modul.,2023-11-29
2150,4675,3,"Cukup baik, tapi bisa lebih baik lagi.",2025-11-12
2151,4677,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-05-04
2152,4683,4,Konten up to date dan relevan dengan kebutuhan kerja.,2024-09-30
2153,4685,5,"Kursus bagus, cocok untuk pemula.",2026-06-10
2154,4687,2,Kontennya sudah agak outdated.,2026-08-07
2155,4690,1,"Materinya terlalu cepat, sulit diikuti.",2026-02-28
2156,4691,3,"Cukup baik, tapi bisa lebih baik lagi.",2024-09-25
2157,4693,4,Konten up to date dan relevan dengan kebutuhan kerja.,2025-03-17
2158,4695,5,"Kursus bagus, cocok untuk pemula.",2026-04-27
2159,4698,5,Konten up to date dan relevan dengan kebutuhan kerja.,2025-05-08
2160,4701,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-11
2161,4704,4,Konten up to date dan relevan dengan kebutuhan kerja.,2025-09-16
2162,4705,4,"Kursus bagus, cocok untuk pemula.",2026-06-17
2163,4706,4,Konten up to date dan relevan dengan kebutuhan kerja.,2025-04-11
2164,4708,5,"Instrukturnya kompeten, penjelasan step by step.",2026-08-20
2165,4709,5,"Instrukturnya kompeten, penjelasan step by step.",2026-06-25
2166,4715,5,"Instrukturnya kompeten, penjelasan step by step.",2025-08-22
2167,4717,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-07
2168,4718,4,"Kursus bagus, cocok untuk pemula.",2026-08-05
2169,4721,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-06-07
2170,4723,2,"Kurang studi kasus, terlalu teori.",2026-06-14
2171,4727,5,Konten up to date dan relevan dengan kebutuhan kerja.,2025-04-24
2172,4728,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-01-14
2173,4729,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-07
2174,4730,4,"Sangat puas, worth it banget!",2025-11-28
2175,4732,5,"Kursus bagus, cocok untuk pemula.",2025-01-28
2176,4735,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-01
2177,4738,5,"Sangat puas, worth it banget!",2026-05-13
2178,4739,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-12-05
2179,4743,5,Konten up to date dan relevan dengan kebutuhan kerja.,2025-10-23
2180,4744,5,"Kursus bagus, cocok untuk pemula.",2026-10-02
2181,4747,5,"Sangat puas, worth it banget!",2025-02-26
2182,4748,4,"Sangat puas, worth it banget!",2026-01-20
2183,4749,4,"Kursus bagus, cocok untuk pemula.",2026-05-26
2184,4750,5,"Kursus bagus, cocok untuk pemula.",2026-03-10
2185,4762,5,"Instrukturnya kompeten, penjelasan step by step.",2025-10-25
2186,4764,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-10-10
2187,4770,4,"Instrukturnya kompeten, penjelasan step by step.",2026-09-05
2188,4777,3,Lumayan membantu untuk basic knowledge.,2026-07-22
2189,4778,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2024-11-29
2190,4779,4,"Kursus bagus, cocok untuk pemula.",2026-07-16
2191,4780,3,"Standar saja, sesuai ekspektasi.",2026-06-27
2192,4782,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-06-21
2193,4784,3,"Standar saja, sesuai ekspektasi.",2026-07-26
2194,4786,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-04-13
2195,4787,4,"Instrukturnya kompeten, penjelasan step by step.",2026-05-31
2196,4788,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-07-24
2197,4789,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-01-10
2198,4790,2,"Materinya terlalu cepat, sulit diikuti.",2026-10-24
2199,4791,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-03-21
2200,4796,4,"Sangat puas, worth it banget!",2026-09-27
2201,4798,5,"Sangat puas, worth it banget!",2026-03-18
2202,4799,5,"Kursus bagus, cocok untuk pemula.",2025-10-22
2203,4801,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-03-05
2204,4802,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-09-22
2205,4804,4,"Instrukturnya kompeten, penjelasan step by step.",2024-10-28
2206,4807,5,"Kursus bagus, cocok untuk pemula.",2026-07-15
2207,4809,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-07-13
2208,4811,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-03-11
2209,4813,4,"Instrukturnya kompeten, penjelasan step by step.",2026-09-03
2210,4817,5,"Kursus bagus, cocok untuk pemula.",2026-06-16
2211,4820,5,"Kursus bagus, cocok untuk pemula.",2025-11-15
2212,4821,5,Konten up to date dan relevan dengan kebutuhan kerja.,2025-12-14
2213,4826,5,"Kursus bagus, cocok untuk pemula.",2024-10-05
2214,4828,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-06-11
2215,4829,5,"Sangat puas, worth it banget!",2026-08-27
2216,4832,5,"Instrukturnya kompeten, penjelasan step by step.",2025-08-12
2217,4849,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-05-17
2218,4850,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-09-23
2219,4853,2,Audio dan video kurang jelas di beberapa modul.,2026-06-07
2220,4855,5,"Sangat puas, worth it banget!",2024-08-12
2221,4856,4,"Sangat puas, worth it banget!",2026-07-10
2222,4858,3,"Standar saja, sesuai ekspektasi.",2025-03-10
2223,4859,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-04-30
2224,4860,5,"Sangat puas, worth it banget!",2025-08-12
2225,4861,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-05-21
2226,4863,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-05-31
2227,4871,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-08-25
2228,4873,5,"Sangat puas, worth it banget!",2024-10-18
2229,4877,2,Audio dan video kurang jelas di beberapa modul.,2026-06-30
2230,4878,5,"Instrukturnya kompeten, penjelasan step by step.",2026-05-12
2231,4879,5,"Sangat puas, worth it banget!",2026-07-05
2232,4881,5,"Sangat puas, worth it banget!",2026-03-14
2233,4883,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-12-21
2234,4884,5,"Instrukturnya kompeten, penjelasan step by step.",2026-06-14
2235,4890,5,"Kursus bagus, cocok untuk pemula.",2025-06-19
2236,4891,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-07-14
2237,4892,4,Konten up to date dan relevan dengan kebutuhan kerja.,2025-12-22
2238,4895,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-09-04
2239,4897,5,"Instrukturnya kompeten, penjelasan step by step.",2026-06-28
2240,4901,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-06-07
2241,4904,3,Lumayan membantu untuk basic knowledge.,2024-08-11
2242,4905,2,"Materinya terlalu cepat, sulit diikuti.",2026-01-03
2243,4906,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-09-16
2244,4907,4,"Instrukturnya kompeten, penjelasan step by step.",2026-06-16
2245,4910,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-05-03
2246,4913,5,"Instrukturnya kompeten, penjelasan step by step.",2026-01-26
2247,4915,3,"Standar saja, sesuai ekspektasi.",2024-10-20
2248,4916,4,"Sangat puas, worth it banget!",2026-02-05
2249,4917,4,"Kursus bagus, cocok untuk pemula.",2026-03-19
2250,4918,3,"Standar saja, sesuai ekspektasi.",2025-09-07
2251,4919,4,"Instrukturnya kompeten, penjelasan step by step.",2026-09-01
2252,4921,3,"Standar saja, sesuai ekspektasi.",2026-09-07
2253,4923,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-05-15
2254,4924,4,"Kursus bagus, cocok untuk pemula.",2025-10-27
2255,4925,2,Audio dan video kurang jelas di beberapa modul.,2026-08-14
2256,4926,3,"Cukup baik, tapi bisa lebih baik lagi.",2025-08-16
2257,4927,4,"Instrukturnya kompeten, penjelasan step by step.",2025-09-12
2258,4928,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-03-08
2259,4930,4,"Sangat puas, worth it banget!",2026-08-23
2260,4933,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-02-06
2261,4934,3,Lumayan membantu untuk basic knowledge.,2026-03-08
2262,4935,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-12-26
2263,4937,5,"Sangat puas, worth it banget!",2026-06-11
2264,4939,2,Modul terlalu panjang dan membosankan.,2026-04-27
2265,4944,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-06-30
2266,4947,5,"Kursus bagus, cocok untuk pemula.",2024-07-08
2267,4948,5,"Sangat puas, worth it banget!",2026-03-24
2268,4949,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-07-29
2269,4950,5,"Instrukturnya kompeten, penjelasan step by step.",2026-08-19
2270,4951,5,"Sangat puas, worth it banget!",2026-02-12
2271,4952,3,Lumayan membantu untuk basic knowledge.,2026-02-16
2272,4954,3,"Standar saja, sesuai ekspektasi.",2024-10-05
2273,4957,4,"Kursus bagus, cocok untuk pemula.",2025-07-28
2274,4958,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-02
2275,4959,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-07-16
2276,4961,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-03-28
2277,4964,5,"Instrukturnya kompeten, penjelasan step by step.",2026-03-27
2278,4965,5,"Kursus bagus, cocok untuk pemula.",2026-07-18
2279,4966,3,"Standar saja, sesuai ekspektasi.",2026-01-22
2280,4967,5,"Sangat puas, worth it banget!",2025-04-21
2281,4970,5,"Sangat puas, worth it banget!",2025-11-19
2282,4974,4,"Kursus bagus, cocok untuk pemula.",2026-08-04
2283,4975,4,Konten up to date dan relevan dengan kebutuhan kerja.,2025-09-07
2284,4976,3,"Cukup baik, tapi bisa lebih baik lagi.",2025-04-14
2285,4978,5,"Instrukturnya kompeten, penjelasan step by step.",2026-03-20
2286,4980,3,Lumayan membantu untuk basic knowledge.,2026-03-15
2287,4981,4,"Kursus bagus, cocok untuk pemula.",2026-05-04
2288,4982,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-02-03
2289,4987,4,"Kursus bagus, cocok untuk pemula.",2025-06-07
2290,4988,2,Kontennya sudah agak outdated.,2026-09-07
2291,4989,5,"Instrukturnya kompeten, penjelasan step by step.",2026-09-09
2292,4991,4,"Sangat puas, worth it banget!",2025-11-30
2293,4992,5,"Instrukturnya kompeten, penjelasan step by step.",2025-07-20
2294,4996,5,"Kursus bagus, cocok untuk pemula.",2026-08-08
2295,4997,4,"Sangat puas, worth it banget!",2026-08-21
2296,4998,5,"Instrukturnya kompeten, penjelasan step by step.",2026-01-25
2297,5002,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-09
2298,5005,5,"Sangat puas, worth it banget!",2025-02-13
2299,5007,5,"Kursus bagus, cocok untuk pemula.",2026-07-04
2300,5009,4,Konten up to date dan relevan dengan kebutuhan kerja.,2026-07-12
2301,5013,3,"Cukup baik, tapi bisa lebih baik lagi.",2024-12-19
2302,5014,3,Lumayan membantu untuk basic knowledge.,2025-11-09
2303,5015,3,Lumayan membantu untuk basic knowledge.,2025-04-05
2304,5016,3,"Cukup baik, tapi bisa lebih baik lagi.",2026-07-19
2305,5020,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-11
2306,5023,5,Konten up to date dan relevan dengan kebutuhan kerja.,2026-07-12
2307,5025,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2025-06-04
2308,5031,5,"Instrukturnya kompeten, penjelasan step by step.",2025-12-05
2309,5032,4,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-08-05
2310,5033,5,"Sangat puas, worth it banget!",2025-07-25
2311,5034,4,"Kursus bagus, cocok untuk pemula.",2026-09-17
2312,5036,5,"Materinya jelas dan mudah dipahami, sangat membantu!",2026-03-15
2313,5038,5,"Sangat puas, worth it banget!",2025-10-19
